startpoint,endpoint,type
_114291_,_115738_,b
_114291_,_115740_,b
_114291_,_115904_,b
_114291_,_115976_,b
_114291_,_116657_,b
_114291_,_116659_,b
_114291_,_116661_,b
_114291_,_116663_,b
_114291_,_115007_,b
_114291_,_115000_,d
_114291_,_115004_,d
_114291_,_115006_,d
_114291_,_115737_,b
_114291_,_115932_,b
_114291_,_115954_,b
_114291_,_116656_,b
_114291_,_115910_,b
_114291_,_115903_,b
_114291_,_116652_,b
_114291_,_116654_,b
_114291_,_115804_,b
_114291_,_115739_,b
_114291_,_115741_,b
_114291_,_115743_,b
_114291_,_115002_,b
_114291_,_116650_,b
_114291_,_115905_,b
_114291_,_115987_,b
_114291_,_115008_,b
_114291_,_116658_,b
_114291_,_116660_,b
_114291_,_116662_,b
_114291_,_116664_,b
_114291_,_115907_,b
_114291_,_115921_,b
_114291_,_115943_,b
_114291_,_115965_,b
_114291_,_114833_,b
_114291_,_115403_,b
_114291_,_115607_,b
_114291_,_115405_,b
_114291_,_114835_,b
_114291_,_114837_,b
_114291_,_115407_,b
_114291_,_115413_,b
_114291_,_115417_,b
_114291_,_115411_,b
_114291_,_115415_,b
_114291_,_115615_,b
_114291_,_115617_,b
_114291_,_115619_,b
_114291_,_115621_,b
_114291_,_116341_,b
_114291_,_116343_,b
_114291_,_116345_,b
_114291_,_115254_,b
_114291_,_114678_,b
_114291_,_115252_,b
_114291_,_115609_,b
_114291_,_115611_,b
_114291_,_116347_,b
_114291_,_115410_,b
_114291_,_115614_,b
_114291_,_116340_,b
_114291_,_114677_,b
_114291_,_114838_,b
_114291_,_115406_,b
_114291_,_115408_,b
_114291_,_114836_,b
_114291_,_116344_,b
_114291_,_115412_,b
_114291_,_115414_,b
_114291_,_115416_,b
_114291_,_115418_,b
_114291_,_115616_,b
_114291_,_115618_,b
_114291_,_115620_,b
_114291_,_116346_,b
_114291_,_115404_,b
_114291_,_114834_,b
_114291_,_115255_,b
_114291_,_115610_,b
_114291_,_115612_,b
_114291_,_116342_,b
_114291_,_115622_,b
_114291_,_115608_,b
_114291_,_114679_,b
_114291_,_116348_,b
_114291_,_115251_,b
_114291_,_115253_,b
_114291_,_115771_,b
_114291_,_115773_,b
_114291_,_115048_,b
_114291_,_114843_,b
_114291_,_115040_,b
_114291_,_115775_,b
_114291_,_115779_,b
_114291_,_115781_,b
_114291_,_115783_,b
_114291_,_115044_,b
_114291_,_115046_,b
_114291_,_115050_,b
_114291_,_115785_,b
_114291_,_116780_,b
_114291_,_116782_,b
_114291_,_116784_,b
_114291_,_116786_,b
_114291_,_115774_,b
_114291_,_115778_,b
_114291_,_115772_,b
_114291_,_115041_,b
_114291_,_115776_,b
_114291_,_116779_,b
_114291_,_115043_,b
_114291_,_114844_,b
_114291_,_115049_,b
_114291_,_115051_,b
_114291_,_115782_,b
_114291_,_115786_,b
_114291_,_115784_,b
_114291_,_115780_,b
_114291_,_116783_,b
_114291_,_116785_,b
_114291_,_115045_,b
_114291_,_115047_,b
_114291_,_116787_,b
_114291_,_116781_,b
_114291_,_116031_,c
_114291_,_116994_,b
_114291_,_116009_,b
_114291_,_117035_,b
_114291_,_116666_,b
_114291_,_116350_,b
_114291_,_115257_,b
_114291_,_115624_,b
_114291_,_114932_,c
_114291_,_114607_,c
_114291_,_115053_,b
_114291_,_115420_,b
_114291_,_115001_,b
_114291_,_115736_,b
_114291_,_116655_,b
_114291_,_116648_,b
_114291_,_115906_,b
_114291_,_116647_,b
_114291_,_114676_,b
_114291_,_116339_,b
_114291_,_115409_,b
_114291_,_114832_,b
_114291_,_115402_,b
_114291_,_115613_,b
_114291_,_114831_,b
_114291_,_115401_,b
_114291_,_115042_,b
_114291_,_116778_,b
_114291_,_115606_,b
_114291_,_115770_,b
_114291_,_115777_,b
_114291_,_115605_,b
_114291_,_115769_,b
_114291_,_114323_,b
_114291_,_116571_,b
_114291_,_116579_,b
_114291_,_114471_,b
_114291_,_114537_,b
_114291_,_116772_,b
_114291_,_115036_,b
_114291_,_114325_,b
_114291_,_116575_,b
_114291_,_116577_,b
_114291_,_114473_,b
_114291_,_114539_,b
_114291_,_116774_,b
_114291_,_115038_,b
_114291_,_114475_,b
_114291_,_116776_,b
_114291_,_114327_,b
_114291_,_114331_,b
_114291_,_114845_,b
_114291_,_114682_,b
_114291_,_114684_,b
_114291_,_114841_,b
_114291_,_114680_,b
_114291_,_116574_,b
_114291_,_116572_,b
_114291_,_114330_,b
_114291_,_116578_,b
_114291_,_114326_,b
_114291_,_114328_,b
_114291_,_114474_,b
_114291_,_114476_,b
_114291_,_116775_,b
_114291_,_115039_,b
_114291_,_116777_,b
_114291_,_114840_,b
_114291_,_116580_,b
_114291_,_116576_,b
_114291_,_114332_,b
_114291_,_114842_,b
_114291_,_114472_,b
_114291_,_114538_,b
_114291_,_116773_,b
_114291_,_114324_,b
_114291_,_115037_,b
_114291_,_114846_,b
_114291_,_114681_,b
_114291_,_114683_,b
_114291_,_114685_,b
_114291_,_115077_,d
_114291_,_117018_,d
_114291_,_115079_,b
_114291_,_117020_,d
_114291_,_115081_,b
_114291_,_115009_,d
_114291_,_115087_,d
_114291_,_114995_,d
_114291_,_115089_,d
_114291_,_117022_,d
_114291_,_115085_,d
_114291_,_117026_,b
_114291_,_114997_,d
_114291_,_117032_,b
_114291_,_115813_,b
_114291_,_115815_,b
_114291_,_117028_,b
_114291_,_117030_,b
_114291_,_117025_,b
_114291_,_115082_,d
_114291_,_117021_,d
_114291_,_115084_,d
_114291_,_115078_,d
_114291_,_115010_,d
_114291_,_117019_,d
_114291_,_117027_,b
_114291_,_117029_,b
_114291_,_117031_,b
_114291_,_115088_,d
_114291_,_117023_,d
_114291_,_115086_,d
_114291_,_115090_,d
_114291_,_115092_,d
_114291_,_114998_,d
_114291_,_115812_,b
_114291_,_115814_,b
_114291_,_115816_,b
_114291_,_114996_,d
_114291_,_115811_,b
_114291_,_117033_,b
_114291_,_115810_,b
_114291_,_114913_,b
_114291_,_116813_,b
_114291_,_116821_,b
_114291_,_114592_,b
_114291_,_114915_,b
_114291_,_114917_,b
_114291_,_114925_,b
_114291_,_114927_,b
_114291_,_117233_,b
_114291_,_116820_,b
_114291_,_116492_,b
_114291_,_114588_,b
_114291_,_117223_,b
_114291_,_114920_,b
_114291_,_116818_,b
_114291_,_114591_,b
_114291_,_114593_,b
_114291_,_114590_,b
_114291_,_117225_,b
_114291_,_114916_,b
_114291_,_114918_,b
_114291_,_116816_,b
_114291_,_117227_,b
_114291_,_114596_,b
_114291_,_114598_,b
_114291_,_114600_,b
_114291_,_114921_,b
_114291_,_114923_,b
_114291_,_115331_,b
_114291_,_115333_,b
_114291_,_115335_,b
_114291_,_116493_,b
_114291_,_116497_,b
_114291_,_116499_,b
_114291_,_117231_,b
_114291_,_116495_,b
_114291_,_114924_,b
_114291_,_114601_,b
_114291_,_114926_,b
_114291_,_116822_,b
_114291_,_114928_,b
_114291_,_117232_,b
_114291_,_117234_,b
_114291_,_114914_,b
_114291_,_116814_,b
_114291_,_114595_,b
_114291_,_117230_,b
_114291_,_117226_,b
_114291_,_117228_,b
_114291_,_114599_,b
_114291_,_116496_,b
_114291_,_116498_,b
_114291_,_115332_,b
_114291_,_115334_,b
_114291_,_115336_,b
_114291_,_116500_,b
_114291_,_114589_,b
_114291_,_117224_,b
_114291_,_114597_,b
_114291_,_114922_,b
_114291_,_116494_,b
_114291_,_114633_,b
_114291_,_115492_,b
_114291_,_117196_,b
_114291_,_117073_,b
_114291_,_117067_,b
_114291_,_117069_,b
_114291_,_117071_,b
_114291_,_115484_,b
_114291_,_117059_,b
_114291_,_115242_,b
_114291_,_115486_,b
_114291_,_115488_,b
_114291_,_117149_,b
_114291_,_117151_,b
_114291_,_115244_,b
_114291_,_115250_,b
_114291_,_115248_,b
_114291_,_117066_,b
_114291_,_117061_,b
_114291_,_117063_,b
_114291_,_117153_,b
_114291_,_117155_,b
_114291_,_117072_,b
_114291_,_117074_,b
_114291_,_115493_,b
_114291_,_117068_,b
_114291_,_117070_,b
_114291_,_117197_,b
_114291_,_117148_,b
_114291_,_115491_,b
_114291_,_115487_,b
_114291_,_115489_,b
_114291_,_115243_,b
_114291_,_115485_,b
_114291_,_117060_,b
_114291_,_115247_,b
_114291_,_117152_,b
_114291_,_117154_,b
_114291_,_115245_,b
_114291_,_117150_,b
_114291_,_117062_,b
_114291_,_117064_,b
_114291_,_115249_,b
_114291_,_117156_,b
_114291_,_115699_,b
_114291_,_114968_,b
_114291_,_116864_,b
_114291_,_116866_,b
_114291_,_116868_,b
_114291_,_116862_,b
_114291_,_114962_,b
_114291_,_114964_,b
_114291_,_114966_,b
_114291_,_115696_,b
_114291_,_116861_,b
_114291_,_115700_,b
_114291_,_116865_,b
_114291_,_116867_,b
_114291_,_114963_,b
_114291_,_114965_,b
_114291_,_114967_,b
_114291_,_114969_,b
_114291_,_116869_,b
_114291_,_116863_,b
_114291_,_116789_,b
_114291_,_115788_,b
_114291_,_114342_,c
_114291_,_116707_,b
_114291_,_116309_,b
_114291_,_116748_,b
_114291_,_115012_,b
_114291_,_117117_,b
_114291_,_114687_,b
_114291_,_117076_,b
_114291_,_117158_,b
_114291_,_117199_,b
_114291_,_115706_,b
_114291_,_116502_,b
_114291_,_114605_,b
_114291_,_114930_,b
_114291_,_116871_,b
_114291_,_116912_,b
_114291_,_117240_,b
_114291_,_115338_,b
_114291_,_114971_,b
_114291_,_114586_,b
_114291_,_117221_,b
_114291_,_114329_,b
_114291_,_114839_,b
_114291_,_116573_,b
_114291_,_114322_,b
_114291_,_114470_,b
_114291_,_114536_,b
_114291_,_115035_,b
_114291_,_116771_,b
_114291_,_114321_,b
_114291_,_114469_,b
_114291_,_114535_,b
_114291_,_115034_,b
_114291_,_116770_,b
_114291_,_115083_,b
_114291_,_114994_,b
_114291_,_115809_,b
_114291_,_117024_,b
_114291_,_115076_,b
_114291_,_117017_,b
_114291_,_114993_,b
_114291_,_115075_,b
_114291_,_117016_,b
_114291_,_114594_,b
_114291_,_114919_,b
_114291_,_117229_,b
_114291_,_116491_,b
_114291_,_114587_,b
_114291_,_117222_,b
_114291_,_114912_,b
_114291_,_116812_,b
_114291_,_116819_,b
_114291_,_116811_,b
_114291_,_114911_,b
_114291_,_115246_,b
_114291_,_117147_,b
_114291_,_117065_,b
_114291_,_115490_,b
_114291_,_114291_,c
_114291_,_116860_,b
_114291_,_115695_,b
_114291_,_114629_,d
_114291_,_115240_,b
_114291_,_116567_,b
_114291_,_117190_,d
_114291_,_117192_,d
_114291_,_115091_,d
_114291_,_116306_,d
_114291_,_114631_,b
_114291_,_116569_,b
_114291_,_114637_,b
_114291_,_114639_,b
_114291_,_114641_,b
_114291_,_114643_,b
_114291_,_115494_,b
_114291_,_117194_,d
_114291_,_115817_,d
_114291_,_114763_,b
_114291_,_114765_,b
_114291_,_114761_,b
_114291_,_115173_,b
_114291_,_117189_,d
_114291_,_114636_,b
_114291_,_117193_,d
_114291_,_114632_,b
_114291_,_114634_,b
_114291_,_116570_,b
_114291_,_114640_,b
_114291_,_114642_,b
_114291_,_117195_,d
_114291_,_114644_,b
_114291_,_115495_,b
_114291_,_115818_,d
_114291_,_116307_,d
_114291_,_114630_,d
_114291_,_115241_,b
_114291_,_116568_,b
_114291_,_114638_,b
_114291_,_117191_,d
_114291_,_114762_,b
_114291_,_114764_,b
_114291_,_114766_,b
_114291_,_115174_,b
_114291_,_116815_,b
_114291_,_115292_,b
_114291_,_115294_,b
_114291_,_116698_,b
_114291_,_116700_,b
_114291_,_116702_,b
_114291_,_114602_,b
_114291_,_116817_,b
_114291_,_116823_,b
_114291_,_116825_,b
_114291_,_116905_,b
_114291_,_117235_,b
_114291_,_115689_,b
_114291_,_115691_,b
_114291_,_115693_,b
_114291_,_116907_,b
_114291_,_115701_,b
_114291_,_115703_,b
_114291_,_116909_,b
_114291_,_117237_,b
_114291_,_115697_,b
_114291_,_117107_,b
_114291_,_116422_,b
_114291_,_115539_,b
_114291_,_116420_,b
_114291_,_116701_,b
_114291_,_116703_,b
_114291_,_115293_,b
_114291_,_115295_,b
_114291_,_116824_,b
_114291_,_116826_,b
_114291_,_114603_,b
_114291_,_116699_,b
_114291_,_115846_,b
_114291_,_115850_,b
_114291_,_115496_,b
_114291_,_115498_,b
_114291_,_115848_,b
_114291_,_115692_,b
_114291_,_115694_,b
_114291_,_114751_,b
_114291_,_116906_,b
_114291_,_116908_,b
_114291_,_115702_,b
_114291_,_114439_,b
_114291_,_114443_,b
_114291_,_116910_,b
_114291_,_115704_,b
_114291_,_115690_,b
_114291_,_114441_,b
_114291_,_114408_,b
_114291_,_117238_,b
_114291_,_114759_,b
_114291_,_115698_,b
_114291_,_117236_,b
_114291_,_116581_,b
_114291_,_114753_,b
_114291_,_116697_,b
_114291_,_114755_,b
_114291_,_114333_,b
_114291_,_114335_,b
_114291_,_114337_,b
_114291_,_114406_,b
_114291_,_116421_,b
_114291_,_116423_,b
_114291_,_115540_,b
_114291_,_115851_,b
_114291_,_114758_,b
_114291_,_116582_,b
_114291_,_114444_,b
_114291_,_115847_,b
_114291_,_115499_,b
_114291_,_115497_,b
_114291_,_114440_,b
_114291_,_114756_,b
_114291_,_115849_,b
_114291_,_114407_,b
_114291_,_114760_,b
_114291_,_114754_,b
_114291_,_114442_,b
_114291_,_114409_,b
_114291_,_114334_,b
_114291_,_114752_,b
_114291_,_114336_,b
_114291_,_114338_,b
_114291_,_115648_,b
_114291_,_115730_,b
_114291_,_115321_,b
_114291_,_116485_,b
_114291_,_116895_,b
_114291_,_115650_,b
_114291_,_115732_,b
_114291_,_115323_,b
_114291_,_116487_,b
_114291_,_116897_,b
_114291_,_115652_,b
_114291_,_115734_,b
_114291_,_115325_,b
_114291_,_116489_,b
_114291_,_115329_,b
_114291_,_116899_,b
_114291_,_115662_,b
_114291_,_115656_,b
_114291_,_115658_,b
_114291_,_115660_,b
_114291_,_116896_,b
_114291_,_115655_,b
_114291_,_115328_,b
_114291_,_115651_,b
_114291_,_115326_,b
_114291_,_116488_,b
_114291_,_116898_,b
_114291_,_115653_,b
_114291_,_115733_,b
_114291_,_115735_,b
_114291_,_115324_,b
_114291_,_116490_,b
_114291_,_116900_,b
_114291_,_115649_,b
_114291_,_115731_,b
_114291_,_116486_,b
_114291_,_115330_,b
_114291_,_115322_,b
_114291_,_115657_,b
_114291_,_115659_,b
_114291_,_115661_,b
_114291_,_115663_,b
_114291_,_116463_,c
_114291_,_114646_,b
_114291_,_115094_,b
_114291_,_116625_,b
_114291_,_115820_,b
_114291_,_115460_,b
_114291_,_115176_,b
_114291_,_116830_,b
_114291_,_114381_,b
_114291_,_114340_,b
_114291_,_114413_,b
_114291_,_114446_,b
_114291_,_116584_,b
_114291_,_116953_,b
_114291_,_115135_,b
_114291_,_114768_,b
_114291_,_115501_,b
_114291_,_115853_,b
_114291_,_115297_,b
_114291_,_115542_,b
_114291_,_115665_,b
_114291_,_116425_,b
_114291_,_114727_,b
_114291_,_114749_,b
_114291_,_117057_,b
_114291_,_115319_,b
_114291_,_116483_,b
_114291_,_114635_,b
_114291_,_117188_,b
_114291_,_115239_,b
_114291_,_117058_,b
_114291_,_116566_,b
_114291_,_114628_,b
_114291_,_116565_,b
_114291_,_114627_,b
_114291_,_115238_,b
_114291_,_116696_,b
_114291_,_114757_,b
_114291_,_117106_,b
_114291_,_114750_,b
_114291_,_115688_,b
_114291_,_115687_,b
_114291_,_115327_,b
_114291_,_115654_,b
_114291_,_115729_,b
_114291_,_115320_,b
_114291_,_116484_,b
_114291_,_115647_,b
_114291_,_115802_,b
_114291_,_115158_,b
_114291_,_116894_,b
_114291_,_116893_,b
_114291_,_115646_,b
_114291_,_115728_,b
_114291_,_115801_,b
_114291_,_115157_,b
_114291_,_116457_,b
_114291_,_114518_,b
_114291_,_114511_,b
_114291_,_114510_,b
_114291_,_114516_,b
_114291_,_114520_,b
_114291_,_114551_,b
_114291_,_114522_,b
_114291_,_116452_,b
_114291_,_116454_,b
_114291_,_115211_,b
_114291_,_114512_,b
_114291_,_114364_,b
_114291_,_114396_,b
_114291_,_115209_,b
_114291_,_116456_,b
_114291_,_115207_,b
_114291_,_114541_,b
_114291_,_114366_,b
_114291_,_114514_,b
_114291_,_114519_,b
_114291_,_114398_,b
_114291_,_114400_,b
_114291_,_114368_,b
_114291_,_114479_,b
_114291_,_114549_,b
_114291_,_114545_,b
_114291_,_114547_,b
_114291_,_114517_,b
_114291_,_114521_,b
_114291_,_114523_,b
_114291_,_114552_,b
_114291_,_116455_,b
_114291_,_116453_,b
_114291_,_114478_,b
_114291_,_114544_,b
_114291_,_114540_,b
_114291_,_114542_,b
_114291_,_115208_,b
_114291_,_115210_,b
_114291_,_115212_,b
_114291_,_114367_,b
_114291_,_114369_,b
_114291_,_114399_,b
_114291_,_114401_,b
_114291_,_114515_,b
_114291_,_114480_,b
_114291_,_114546_,b
_114291_,_114548_,b
_114291_,_114365_,b
_114291_,_114397_,b
_114291_,_114513_,b
_114291_,_114550_,b
_114291_,_116618_,b
_114291_,_116944_,b
_114291_,_116946_,b
_114291_,_115844_,b
_114291_,_114437_,b
_114291_,_116950_,b
_114291_,_114524_,b
_114291_,_114847_,b
_114291_,_114483_,b
_114291_,_114481_,b
_114291_,_114485_,b
_114291_,_114526_,b
_114291_,_114888_,b
_114291_,_115213_,b
_114291_,_116948_,b
_114291_,_114378_,b
_114291_,_114410_,b
_114291_,_114372_,b
_114291_,_114374_,b
_114291_,_116943_,b
_114291_,_114404_,b
_114291_,_116619_,b
_114291_,_116947_,b
_114291_,_114371_,b
_114291_,_114403_,b
_114291_,_116945_,b
_114291_,_116951_,b
_114291_,_114405_,b
_114291_,_114482_,b
_114291_,_114525_,b
_114291_,_115845_,b
_114291_,_114889_,b
_114291_,_114411_,b
_114291_,_114438_,b
_114291_,_116949_,b
_114291_,_114527_,b
_114291_,_114377_,b
_114291_,_114484_,b
_114291_,_114486_,b
_114291_,_114848_,b
_114291_,_114379_,b
_114291_,_115214_,b
_114291_,_114375_,b
_114291_,_114373_,b
_114291_,_114954_,b
_114291_,_116854_,b
_114291_,_115362_,b
_114291_,_117100_,b
_114291_,_114956_,b
_114291_,_116856_,b
_114291_,_114958_,b
_114291_,_117104_,b
_114291_,_116858_,b
_114291_,_117278_,b
_114291_,_116418_,b
_114291_,_117274_,b
_114291_,_117276_,b
_114291_,_116416_,b
_114291_,_117102_,b
_114291_,_114710_,d
_114291_,_116408_,d
_114291_,_114712_,d
_114291_,_115364_,b
_114291_,_116410_,b
_114291_,_114961_,b
_114291_,_116415_,b
_114291_,_114714_,d
_114291_,_115366_,d
_114291_,_116412_,b
_114291_,_114718_,d
_114291_,_114957_,b
_114291_,_114959_,b
_114291_,_116857_,b
_114291_,_116859_,b
_114291_,_117105_,b
_114291_,_116417_,b
_114291_,_116419_,b
_114291_,_117275_,b
_114291_,_117277_,b
_114291_,_117279_,b
_114291_,_114955_,b
_114291_,_116855_,b
_114291_,_115365_,b
_114291_,_115367_,d
_114291_,_117103_,b
_114291_,_115363_,b
_114291_,_117101_,b
_114291_,_114717_,d
_114291_,_114719_,d
_114291_,_114713_,d
_114291_,_114715_,d
_114291_,_116411_,b
_114291_,_116413_,b
_114291_,_114711_,d
_114291_,_116409_,d
_114291_,_115159_,b
_114291_,_115161_,b
_114291_,_115290_,b
_114291_,_117108_,b
_114291_,_116827_,b
_114291_,_116903_,b
_114291_,_115163_,b
_114291_,_116536_,b
_114291_,_116540_,b
_114291_,_117112_,b
_114291_,_116731_,b
_114291_,_116902_,b
_114291_,_116733_,b
_114291_,_116538_,b
_114291_,_115288_,b
_114291_,_117110_,b
_114291_,_116704_,b
_114291_,_116735_,b
_114291_,_116739_,b
_114291_,_116741_,b
_114291_,_115162_,b
_114291_,_117109_,b
_114291_,_116541_,b
_114291_,_116828_,b
_114291_,_115160_,b
_114291_,_116904_,b
_114291_,_116534_,b
_114291_,_116539_,b
_114291_,_116533_,b
_114291_,_116738_,b
_114291_,_115164_,b
_114291_,_116734_,b
_114291_,_116736_,b
_114291_,_116537_,b
_114291_,_115289_,b
_114291_,_115291_,b
_114291_,_116705_,b
_114291_,_117111_,b
_114291_,_116742_,b
_114291_,_116732_,b
_114291_,_116535_,b
_114291_,_116740_,b
_114291_,_117113_,b
_114291_,_114796_,b
_114291_,_117186_,b
_114291_,_114802_,b
_114291_,_115537_,b
_114291_,_114804_,b
_114291_,_114806_,b
_114291_,_116304_,b
_114291_,_116300_,d
_114291_,_116302_,d
_114291_,_114799_,b
_114291_,_114797_,b
_114291_,_117187_,b
_114291_,_114801_,b
_114291_,_114803_,b
_114291_,_115536_,b
_114291_,_115538_,b
_114291_,_114807_,b
_114291_,_116292_,d
_114291_,_114805_,b
_114291_,_116299_,d
_114291_,_116294_,d
_114291_,_116301_,d
_114291_,_116303_,d
_114291_,_114792_,b
_114291_,_115280_,d
_114291_,_117182_,b
_114291_,_116305_,b
_114291_,_114794_,b
_114291_,_117184_,b
_114291_,_114800_,b
_114291_,_115457_,b
_114291_,_115535_,b
_114291_,_116295_,d
_114291_,_116293_,d
_114291_,_114795_,b
_114291_,_117185_,b
_114291_,_114793_,b
_114291_,_117183_,b
_114291_,_115458_,b
_114291_,_115281_,d
_114291_,_114553_,b
_114291_,_114890_,b
_114291_,_114554_,b
_114291_,_114891_,b
_114291_,_116459_,b
_114291_,_116461_,b
_114291_,_114488_,b
_114291_,_114809_,b
_114291_,_114850_,b
_114291_,_115216_,b
_114291_,_116543_,b
_114291_,_114435_,b
_114291_,_115842_,b
_114291_,_116450_,b
_114291_,_114953_,b
_114291_,_116853_,b
_114291_,_114952_,b
_114291_,_116852_,b
_114291_,_114477_,b
_114291_,_114543_,b
_114291_,_114363_,b
_114291_,_114395_,b
_114291_,_114362_,b
_114291_,_114394_,b
_114291_,_114402_,b
_114291_,_114370_,b
_114291_,_116942_,b
_114291_,_116451_,b
_114291_,_114436_,b
_114291_,_115843_,b
_114291_,_114960_,b
_114291_,_116414_,b
_114291_,_114709_,b
_114291_,_116407_,b
_114291_,_115361_,b
_114291_,_117099_,b
_114291_,_114716_,b
_114291_,_114708_,b
_114291_,_116406_,b
_114291_,_117098_,b
_114291_,_115360_,b
_114291_,_116458_,b
_114291_,_116460_,b
_114291_,_115205_,b
_114291_,_116532_,b
_114291_,_116737_,b
_114291_,_116730_,b
_114291_,_116901_,b
_114291_,_116729_,b
_114291_,_116298_,b
_114291_,_114798_,b
_114291_,_114791_,b
_114291_,_116291_,b
_114291_,_117181_,b
_114291_,_115279_,b
_114291_,_114790_,b
_114291_,_117180_,b
_114291_,_116290_,b
_114291_,_115278_,b
_114291_,_115525_,b
_114291_,_114874_,b
_114291_,_116608_,b
_114291_,_115527_,b
_114291_,_115199_,b
_114291_,_116936_,b
_114291_,_114876_,b
_114291_,_115201_,b
_114291_,_116610_,b
_114291_,_116938_,b
_114291_,_114878_,b
_114291_,_116612_,b
_114291_,_116940_,b
_114291_,_114882_,b
_114291_,_114884_,b
_114291_,_114886_,b
_114291_,_115203_,b
_114291_,_115532_,b
_114291_,_116615_,b
_114291_,_115528_,b
_114291_,_114881_,b
_114291_,_115526_,b
_114291_,_114877_,b
_114291_,_114887_,b
_114291_,_114879_,b
_114291_,_115202_,b
_114291_,_116611_,b
_114291_,_116613_,b
_114291_,_116939_,b
_114291_,_116941_,b
_114291_,_114875_,b
_114291_,_114883_,b
_114291_,_114885_,b
_114291_,_115206_,b
_114291_,_115200_,b
_114291_,_116609_,b
_114291_,_116937_,b
_114291_,_115204_,b
_114291_,_116623_,b
_114291_,_117264_,b
_114291_,_115529_,b
_114291_,_115533_,b
_114291_,_115530_,b
_114291_,_115534_,b
_114291_,_116745_,b
_114291_,_115445_,d
_114291_,_115282_,b
_114291_,_115284_,b
_114291_,_115372_,b
_114291_,_115080_,b
_114291_,_116526_,d
_114291_,_116746_,b
_114291_,_115443_,d
_114291_,_115374_,b
_114291_,_115169_,b
_114291_,_116528_,d
_114291_,_116296_,d
_114291_,_116530_,d
_114291_,_114720_,d
_114291_,_114722_,d
_114291_,_115370_,d
_114291_,_115287_,b
_114291_,_115283_,b
_114291_,_115285_,b
_114291_,_115373_,b
_114291_,_115166_,b
_114291_,_115369_,d
_114291_,_115170_,b
_114291_,_116297_,d
_114291_,_116529_,d
_114291_,_116531_,d
_114291_,_115168_,b
_114291_,_114721_,d
_114291_,_114723_,d
_114291_,_115371_,d
_114291_,_116527_,d
_114291_,_115444_,d
_114291_,_114880_,c
_114291_,_115198_,c
_114291_,_116935_,c
_114291_,_114873_,c
_114291_,_116607_,c
_114291_,_115197_,c
_114291_,_116934_,c
_114291_,_114872_,c
_114291_,_116606_,c
_114291_,_115531_,b
_114291_,_115524_,b
_114291_,_115523_,b
_114291_,_115286_,b
_114291_,_115368_,b
_114291_,_115442_,b
_114291_,_116525_,b
_114291_,_115441_,b
_114291_,_116524_,b
_114291_,_115124_,b
_114291_,_115117_,b
_114291_,_116689_,b
_114291_,_115116_,b
_114291_,_116688_,b
_114291_,_115118_,b
_114291_,_116690_,b
_114291_,_117266_,b
_114291_,_117268_,b
_114291_,_117272_,b
_114291_,_115453_,b
_114291_,_115120_,b
_114291_,_116692_,b
_114291_,_115122_,b
_114291_,_115126_,b
_114291_,_115128_,b
_114291_,_115447_,d
_114291_,_116694_,b
_114291_,_115451_,d
_114291_,_117271_,b
_114291_,_117265_,b
_114291_,_115125_,b
_114291_,_115450_,d
_114291_,_115119_,b
_114291_,_116691_,b
_114291_,_117267_,b
_114291_,_117269_,b
_114291_,_115121_,b
_114291_,_115123_,b
_114291_,_115446_,d
_114291_,_115448_,d
_114291_,_116693_,b
_114291_,_116695_,b
_114291_,_117263_,c
_114291_,_117262_,c
_114670_,_114670_,d
_117141_,_117141_,d
_116333_,_116333_,d
_116977_,_116977_,d
_114672_,_114672_,d
_117143_,_117143_,d
_114674_,_114674_,d
_116985_,_116985_,d
_116987_,_116987_,d
_116989_,_116989_,d
_116335_,_116335_,d
_116979_,_116979_,d
_116337_,_116337_,d
_116981_,_116981_,d
_115803_,_115803_,d
_115566_,_115566_,d
_115900_,_115900_,d
_115568_,_115568_,d
_115805_,_115805_,d
_115570_,_115570_,d
_115574_,_115574_,d
_115578_,_115578_,d
_115807_,_115807_,d
_117145_,_117145_,d
_115580_,_115580_,d
_115576_,_115576_,d
_116991_,_116991_,d
_115793_,_115793_,c
_116984_,_116984_,d
_114673_,_114673_,d
_114675_,_114675_,d
_116982_,_116982_,d
_116986_,_113521_,c
_116986_,_116986_,d
_116988_,_113523_,c
_116988_,_116988_,d
_114671_,_114671_,d
_116990_,_113525_,c
_116990_,_116990_,d
_116336_,_116336_,d
_116338_,_116338_,d
_116980_,_116980_,d
_115573_,_115573_,d
_116334_,_116334_,d
_116978_,_116978_,d
_115569_,_115569_,d
_115571_,_115571_,d
_115806_,_115806_,d
_115808_,_115808_,d
_117144_,_117144_,d
_117146_,_117146_,d
_115575_,_115575_,d
_115577_,_115577_,d
_115577_,_113631_,c
_115579_,_115579_,d
_115579_,_113633_,c
_115581_,_115581_,d
_115567_,_115567_,d
_115901_,_115901_,d
_117142_,_117142_,d
_116992_,_113527_,c
_116992_,_116992_,d
_116672_,_116672_,c
_115100_,_115100_,c
_115426_,_115426_,c
_116631_,_116631_,c
_116389_,_116389_,c
_114936_,_114936_,c
_115585_,_115585_,b
_116668_,_116668_,b
_116836_,_116836_,c
_115259_,_115259_,b
_115262_,_115262_,c
_115583_,_115583_,d
_117001_,_117001_,c
_116878_,_116878_,c
_116315_,_116315_,c
_116713_,_116713_,c
_115482_,_115482_,d
_115898_,_115898_,d
_114652_,_114652_,c
_114733_,_114733_,c
_116589_,_116589_,c
